[14:00:53] Run directory: C:\Users\Mahmoud\OneDrive\Desktop\Knowledge Distillation\results\track_a\20260916-140053_S_train11-14; device cuda; start week 11
[14:40:01] Loading cached arrays from C:\datasets\cache\tls-year22_S_121012501890
[14:40:03] Evaluation sets: val (253,779)
[14:40:04] Loaded teacherA_0 from results\pilot\20260916-122627_S_train11-14\models\teacher_0.pt
[14:40:04] Loaded teacherA_1 from results\pilot\20260916-122627_S_train11-14\models\teacher_1.pt
[14:40:04] Loaded teacherA_2 from results\pilot\20260916-122627_S_train11-14\models\teacher_2.pt
[14:40:05] Loaded teacherA_3 from results\pilot\20260916-122627_S_train11-14\models\teacher_3.pt
[14:40:05] Loaded teacherA_4 from results\pilot\20260916-122627_S_train11-14\models\teacher_4.pt
[16:03:59] student_enddA_s2 epoch 4/10: train_loss=2181, seconds=14.5, val_loss=0.3485, val_macro_f1=0.8681
[16:04:14] student_enddA_s2 epoch 5/10: train_loss=1937, seconds=14.6, val_loss=0.3263, val_macro_f1=0.8778
[16:04:29] student_enddA_s2 epoch 6/10: train_loss=1748, seconds=14.5, val_loss=0.3173, val_macro_f1=0.882
[16:04:44] student_enddA_s2 epoch 7/10: train_loss=1602, seconds=14.5, val_loss=0.299, val_macro_f1=0.8881
[16:04:59] student_enddA_s2 epoch 8/10: train_loss=1490, seconds=14.5, val_loss=0.2919, val_macro_f1=0.8902
[16:05:14] student_enddA_s2 epoch 9/10: train_loss=1416, seconds=14.6, val_loss=0.2866, val_macro_f1=0.8927
[16:05:29] student_enddA_s2 epoch 10/10: train_loss=1379, seconds=14.8, val_loss=0.2858, val_macro_f1=0.8931
[16:05:40] val: 5.0% of flows have an exact packet-sequence duplicate in the training window
[16:05:40] Validation week, mean over seeds / members:
                 macro_f1  auroc_energy  auroc_msp  fpr95_energy    ece  ece_ts   aurc
condition                                                                             
direct             0.9010        0.8271     0.8544        0.7603 0.0050  0.0064 0.0052
directTS           0.9010        0.8268     0.8545        0.7606 0.0064     NaN 0.0052
enddA              0.8935        0.8140     0.8687        0.6420 0.0085  0.0050 0.0063
kdA                0.8809        0.7764     0.8270        0.7524 0.0414  0.0063 0.0071
kdB                0.8821        0.7844     0.8227        0.7672 0.0464  0.0061 0.0073
ls                 0.8871        0.8390     0.8500        0.6431 0.1150  0.0075 0.0074
teacherA           0.9639        0.8374     0.9158        0.6012 0.0014  0.0023 0.0009
teacherA_member    0.9581        0.8215     0.8954        0.6115 0.0072  0.0017 0.0011
teacherB           0.9620        0.8368     0.9018        0.5902 0.0080  0.0016 0.0009
[16:05:40] Energy-score rank correlation with each teacher on the validation week (own_minus_other = A - B, except B - A for kdB):
teacher        A      B  own_minus_other
condition                               
direct    0.4950 0.4506           0.0444
directTS  0.4947 0.4502           0.0445
enddA     0.7386 0.7046           0.0341
kdA       0.8765 0.7939           0.0826
kdB       0.8491 0.8394          -0.0097
ls        0.6370 0.5786           0.0584
