model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_msp,fpr95_msp,oscr_msp,auroc_energy,fpr95_energy,oscr_energy,ece,nll,brier,aurc,ece_ts,nll_ts,rho,seed,setting
student_teacheronly_kd,val,all,near,1.7080024120879396,200000,10959,0.9273,0.8935568705951829,0.8319750759649602,0.7560908842047632,0.8089271986495119,0.7783930719043709,0.7681357788119354,0.753459825257779,0.03639141177643088,0.31934911012649536,0.11078409329696748,0.0059314465609659256,0.006270905337035665,0.2582201659679413,0.0,0,teacher_only
student_teacheronly_kd,val,all,far,1.7080024120879396,200000,42820,0.9273,0.8935568705951829,0.8387253869103223,0.7616300794021486,0.8153254875058383,0.8111186651097619,0.7238907052779076,0.7834186756188697,0.03639141177643088,0.31934911012649536,0.11078409329696748,0.0059314465609659256,0.006270905337035665,0.2582201659679413,0.0,0,teacher_only
student_teacheronly_kd,val,ge5,all,1.7080024120879396,191366,52270,0.938965124421266,0.9061329157863981,0.8488477561503234,0.7213124162999809,0.8290739028621671,0.8177430745149489,0.6707671704610675,0.7932294858939908,0.0306651589616493,0.2635347545146942,0.09341127662545386,0.004468626653671747,0.005467515034741495,0.21275465190410614,0.0,0,teacher_only
student_teacheronly_kd,val,ge5,near,1.7080024120879396,191366,10483,0.938965124421266,0.9061329157863981,0.8405959748128481,0.727177334732424,0.8215697951679609,0.7900097178502248,0.7093389296956978,0.7675619475690285,0.0306651589616493,0.2635347545146942,0.09341127662545386,0.004468626653671747,0.005467515034741495,0.21275465190410614,0.0,0,teacher_only
student_teacheronly_kd,val,ge5,far,1.7080024120879396,191366,41787,0.938965124421266,0.9061329157863981,0.8509178598610649,0.7198410989063584,0.830956439559187,0.8247004722203668,0.6610907698566539,0.7996686369280583,0.0306651589616493,0.2635347545146942,0.09341127662545386,0.004468626653671747,0.005467515034741495,0.21275465190410614,0.0,0,teacher_only
teacher,val,all,all,1.3511733525815217,200000,53779,0.963895,0.9482938009435363,0.8935116884843527,0.6164673943360791,0.883055666524108,0.8285014396883541,0.6438014838505737,0.8155901805537478,0.01181612047798929,0.12705092132091522,0.052461424734569606,0.0016335337454595538,0.0019299123199284396,0.11828785389661789,0.5,0,both
teacher,val,all,near,1.3511733525815217,200000,10959,0.963895,0.9482938009435363,0.8701099623597044,0.614928369376768,0.8600828360251846,0.8199176811296651,0.6392919061958208,0.8068482197280775,0.01181612047798929,0.12705092132091522,0.052461424734569606,0.0016335337454595538,0.0019299123199284396,0.11828785389661789,0.5,0,both
teacher,val,all,far,1.3511733525815217,200000,42820,0.963895,0.9482938009435363,0.8995009345516113,0.6168612797758057,0.8889351445586176,0.8306982965319943,0.6449556282111163,0.8178275263895376,0.01181612047798929,0.12705092132091522,0.052461424734569606,0.0016335337454595538,0.0019299123199284396,0.11828785389661789,0.5,0,both
teacher,val,ge5,all,1.3511733525815217,191366,52270,0.9706844476030225,0.9579998208607478,0.9053717731807558,0.553912378037115,0.8967300843453598,0.8413935050093801,0.5922517696575473,0.8299984909475678,0.009694824441587636,0.10218764841556549,0.042938132977436975,0.0011561463356603529,0.001575190800914081,0.09490230679512024,0.5,0,both
teacher,val,ge5,near,1.3511733525815217,191366,10483,0.9706844476030225,0.9579998208607478,0.879568387641722,0.5608127444433846,0.8714839296688746,0.830561444344292,0.585328627301345,0.819063957166527,0.009694824441587636,0.10218764841556549,0.042938132977436975,0.0011561463356603529,0.001575190800914081,0.09490230679512024,0.5,0,both
